recipe_id,food_id,요리,레시피 고유 번호,레시피 제목,요리명,요리 소개,스크랩수,재료,요리인분,요리 난이도,요리 시간,img
1522,327,취나물,4931223,취나물무침,취나물무침,알카리성 식품인 취나물로 무침반찬으로 만들어 보려고요. 재료도 착하고 누구나 간단하게 만들 수 있으며 재료 본연의 맛을 느낄 수 있는 취나물무침 소개합니다,1293,[재료] 취나물 300g| 깨소금 1큰술| 참기름 1큰술| 통깨 약간| 소금,3인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1522/1522_recipe_img.jpg
1523,327,취나물,4607168,취나물무침 ,취나물무침,입안 가득 봄을 느낄 수 있는 향긋한 취나물무침을 소개합니다~!,910,[재료] 취나물 2줌| 굵은소금 약간 [양념] 다진파 약간| 다진마늘 1작은술| 참기름 1큰술| 깨소금 약간| 까나리액젓 1큰술,2인분,초급,15분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1523/1523_recipe_img.jpg
1524,327,취나물,4232204,말린취나물 무침,취나물무침,향긋한 향이 좋은 말린취나물무침 만들어서 비타민 보충도 하시고 비빔밥에도 활용해보세요.,851,[재료] 말린취나물 2줌 [양념] 다진마늘 1숟갈| 다진파 1/2숟갈| 설탕 1/3숟갈| 국간장 1숟갈| 고추장 1/2숟갈| 참기름 1숟갈| 깨소금 약간,2인분,초급,2시간이상,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1524/1524_recipe_img.jpg
1525,327,취나물,4670547,취나물 무침,취나물무침,봄향기 가득한 향긋한 봄나물 취나물 무침입니다,835,[재료] 취나물 [양념] 집된장 1.5TS| 고추장 1/2TS| 참기름 1TS| 액젓 1ts| 다진마늘 1ts| 통깨,2인분,초급,15분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1525/1525_recipe_img.jpg
1526,328,콩나물,6867256,백종원레시피로 만든 콩나물무침으로 밥 한 끼 뚝딱 ~ ,콩나물무침,오늘은 오래간만에 고춧가루 넣은 콩나물무침을 만들어봤어요. 아삭아삭 식감에 칼칼한 맛이 매력적인 매콤 콩나물무침! 그냥 먹어도 맛있고  반숙으로 부친 계란 프라이에 밥 한 그릇  고추장 한 숟가락  참기름 한 숟가락 넣고 슥슥 비벼 먹어도 꿀맛인 매콤 콩나물무침 만드는 법  지금 바로 시작해요!?♪,32207,[재료] 콩나물 1봉지| 대파(또는 쪽파) 1/6대| 당근 1/5개 [양념] 고춧가루 2큰술| 다진 마늘 1/2큰술| 참기름 1큰술| 진간장 1큰술| 소금 입맛에맞게| 깨소금 적당량,2인분,아무나,10분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1526/1526_recipe_img.jpg
1527,328,콩나물,6895383,아삭아삭 콩나물무침♡,콩나물무침,바쁜 일상 속에 반찬 만들기도 큰 일거리죠? 그래서 더 간단한 방법의 레시피가 필요하구요. 맛도 있고 영양도 살아있는 아삭 콩나물무침 보여드릴게요~^^ ,17617,[재료] 콩나물 한봉지 300g [양념] 참기름 1T| 소금 1t| 통깨 1T| 쪽파/당근 조금,4인분,초급,10분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1527/1527_recipe_img.jpg
1528,328,콩나물,4124782,아삭아삭하고 매콤한 콩나물무침 만드는법,콩나물무침,매콤하면서도 아삭아삭한 콩나물무침 만드는법 알려드립니다.,12685,[재료] 콩나물 200g [양념] 고춧가루 1스푼반| 소금 1/3스푼| 통깨 1/2스푼| 송송썰은 파 2스푼| 다진마늘 1/3스푼| 들기름 1스푼,2인분,초급,15분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1528/1528_recipe_img.jpg
1529,328,콩나물,6887578,콩나물무침 ,콩나물무침,콩나물무침,6049,[재료 ] 콩나물 1봉지 300g| 물 5컵| 굵은소금 0.5스푼 [양념] 다진 마늘 0.5스푼| 소금 0.3스푼| 다진 파 2스푼| 설탕 0.3스푼| 고춧가루 1스푼| 통깨 0.5스푼| 참기름 1스푼,2인분,아무나,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1529/1529_recipe_img.jpg
1530,328,콩나물,6831424,백종원표 콩나물무침,콩나물무침,몸에도 좋고 변비에도 좋은 아삭 아삭 콩나물~백종원 콩나물무침 레시피로 만들어 봤어요~,3757,[재료] 콩나물 340g| 당근 약간| 파 약간| 깨 약간 [양념] 국간장 1/2큰술| 천일염 1/4~1/3큰술| 설탕 1/3큰술| 참기름 1.5~2큰술| 다진마늘 1/2큰술| 고춧가루 (생략가능) 1/2~1큰술,3인분,아무나,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1530/1530_recipe_img.jpg
1531,329,고구마줄기나물,6919424,[밑반찬] 가을별미반찬..고구마줄기나물,고구마줄기나물,간단하게 데쳐서 조물조물~~!!,69,[재료] 고구마줄기 2줌 [양념] 국간장 2큰술| 깨 1큰술| 참기름 1큰술| 다진마늘 1큰술| 들깨가루 1큰술| 소금 조금,4인분,아무나,15분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1531/1531_recipe_img.jpg
1532,330,우거지나물무침,6877620,우거지 (배추) 된장 무침 간단메뉴,우거지된장무침, 배추 우거지 된장 무침 만들기~,258,[우거지 무침 재료] 데친 우거지 1줌(가볍게)| 다진 마늘 1/2티스푼| 된장 2/3큰 술| 꿀 1/2큰 술| 깨소금 1/2큰 술,2인분,아무나,10분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1532/1532_recipe_img.jpg
1533,330,우거지나물무침,6924383,#우거지요리 #우거지된장무침만들기 #데친우거지를 이용해서 간단하게 만드는 밥반찬 우거지된장무침!!,우거지된장무침,육개장을 준비하면서 구입한 데친 우거지를 가지고  간단하게 볶지 않고 된장를 넣고 무쳐낸  우거지된장무침입니다.  ?  된장의 텁텁한 맛은 매실액이 잡아 주었고요.  밥반찬으로도 좋고 비벼 먹어도 맛있는 우거지된장무침입니다.  ?  얼갈이배추를 사다가 팔팔 끓은 물에 소금 넣고는 데쳐내어서  물기를 꽉 차주고는 무치셔도 됩니다.,51,[재료] 데친 우거지 250g| 된장 1큰술| 매실액 1작은술| 참기름 1작은술| 통깨 1작은술| 다진마늘 1작은술| 썬파 1작은술,4인분,아무나,5분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1533/1533_recipe_img.jpg
1534,330,우거지나물무침,6917263,우거지된장무침,우거지된장무침,시골밥상에나 올라올 법한 우거지 된장무침을 해봤어요~,7,[재료] 우거지 [양념] 된장| 간마늘| 들기름| 통깨,4인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1534/1534_recipe_img.jpg
1535,331,골뱅이무침,6830356,실패없는 골뱅이무침,골뱅이무침,매콤한것 땡길때 생각나는 골뱅이무침. 붉은자태를 보아라~윤기가 좌르륵~ 침이 꼴깍! 밥반찬으로도 좋고  밥먹고 술안주로도 좋아요.,25437,[재료] 골뱅이| 대파 1대| 양파 1/2개| 오이| 당근| 파프리카 [양념] 고춧가루 4스푼| 고추장 2스푼| 간장 1스푼| 매실액 2스푼| 황설탕 1스푼| 식초 2스푼| 마늘 1스푼| 올리고당 1스푼| 참기름 1스푼,2인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1535/1535_recipe_img.jpg
1536,331,골뱅이무침,6882181,【10분안에 근사한 메인메뉴】새콤달콤 골뱅이무침 만들기~,골뱅이무침,새해가 시작되면서 많은사람들이 목표를 세울때 한가지가 다이어트죠~!!! 저역시 다이어트중이에요ㅠㅅㅜ 매일 음식을 만들긴 하지만 맛만 보는 수준으로 제대로 먹질 못했어요ㅠ 몇일 제대로 못먹다보니 평소 잘안먹던 골뱅이 무침이 너무 땡기는 거에요ㅋㅋ 우리가족님 퇴근길에 사오라고 해서 후다닥 무쳤어용~♥  ,18908,[재료] 골뱅이 1캔(230g)| 오이 1개| 채썬양배추 1줌| 당근 2센티| 양파 1개 [양념] 고추장 2T| 고춧가루 3~4T| 진간장 2T| 설탕 2.5T| 식초 5T| 다진마늘 1T| 참기름 2T,2인분,아무나,10분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1536/1536_recipe_img.jpg
1537,331,골뱅이무침,4022182,골뱅이 무침 만드는 법,골뱅이무침,오늘 올릴 레시피는 새콤달콤한 골뱅이무침입니다. 술안주로도 좋고 밥반찬으로도 좋아요.,5450,[재료] 골뱅이 통조림 1개| 골뱅이통조림국물 3스푼| 양파(중 )1/2개| 대파 1뿌리| 청량고추 1개| 소면 1웅큼| 오이 1/2개 [양념] 식초 1+1/2스푼| 고춧가루 2스푼| 설탕 1스푼| 통깨 1/2스푼| 소금 1꼬집| 참기름 약간,2인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1537/1537_recipe_img.jpg
1538,331,골뱅이무침,6863465, 백종원 골뱅이무침 골뱅이무침만드는법 골뱅이소면 레시피,골뱅이무침소면,모듬전과 함께 먹으면 좋은 골뱅이 무침~!  새콤달콤한 소스와 쫄깃한 골뱅이~  그리고 소면사리까지~,3522,[재료] 골뱅이 1캔| 양파 1/2개| 당근 1개(작은사이즈)| 오이 1개| 깻잎 1묶음| 대파 1/2대| 청양고추 2개| 양배추 1줌| 소면 2줌(200g) [양념장재료] 고추장 1/3컵| 설탕 1/3컵| 식초 1/3컵| 다진마늘 1스푼| 고추가루 1스푼 [소면밑간재료] 참기름 1스푼| 간장 1스푼| 통깨 1스푼,3인분,아무나,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1538/1538_recipe_img.jpg
1539,331,골뱅이무침,6880894,골뱅이무침 매콤한 골뱅이소면 간단하게 만들어먹쥬,골뱅이무침,매콤 새콤한 술안주~ 골뱅이소면! http://blog.naver.com/qw3859,2542,[재료] 골뱅이 1캔(400g)| 오이 1개| 양파 1/2개| 당근 약간| 청양고추 2개| 소면 1줌 [양념] 고춧가루 3큰술| 고추장 3큰술| 진간장 3큰술| 식초 5큰술| 미림 1큰술| 설탕 2큰술| 올리고당 2큰술| 골뱅이캔국물 2큰술| 통깨 약간,3인분,아무나,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1539/1539_recipe_img.jpg
1540,332,김무침,6853470,청포묵 김무침  초간단 반찬 ?,청포묵김무침,유통기한 다가오는 청포묵 한팩이 냉장고에 있길래 반찬으로 만들어 봤습니다.,8177,[재료] 청포묵 1팩| 김 1장 [양념] 간장 1.5T| 들기름 1.5T| 맛소금 1t| 설탕 약간| 깨 약간,2인분,초급,10분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1540/1540_recipe_img.jpg
1541,332,김무침,6883712,백종원 김무침 만드는 법 밥도둑이네,김무침,오래된 김을 맛있게 활용할 수 있는 백종원 김무침 만드는 법 알려드릴께요 ,5192,[재료] 김 5장 [양념] 진간장 2T| 설탕 0.5T| 참기름 1T| 깨소금 0.5T| 쪽파 또는 대파 조금,2인분,아무나,5분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1541/1541_recipe_img.jpg
1542,332,김무침,6870885,【단짠 밥도둑 김무침】쉽게 만드는 방법,김무침,몇일전 고깃집을 갔다가 밥을 시켰는데 반찬으로 요 김무침이 나왔드라구요~ 너무~!!너무 맛있어서 바로 김을 사왔는데 이제서야 하네용~ㅎㅎ안해보신분 있으시면 강력추천 반찬입니다^~^,2718,[재료] 파래 김 11장 [양념] 양조간장 2T| 올리고당 2T| 다진마늘 1/2T| 대파(or쪽파) 3센티| 참기름 1T| 깨소금 1T,2인분,아무나,10분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1542/1542_recipe_img.jpg
1543,332,김무침,6855121,밑반찬@ 청포묵 김무침,청포묵김무침,반찬으로도 좋고 다이어트에도 좋은 청포묵무침!!!,1555,[재료] 청포묵 400g| 당근| 구운김 1장| 파 [양념] 간장 2T| 소금 약간| 참기름 0.5T| 깨소금 약간,2인분,아무나,15분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1543/1543_recipe_img.jpg
1544,332,김무침,5173581,짭조름한 김무침 만드는 법,김무침,짭쪼름한 김무침을 간단하게 소개드릴께요.,1142,[재료] 김 12장| 쪽파 2스푼 [양념] 진간장 5스푼| 매실원액 1스푼| 설탕 1/2스푼| 들기름 1스푼,2인분,초급,10분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1544/1544_recipe_img.jpg
1545,333,미역초무침,6866190,미역초무침 황금레시피  새콤달콤하게 저녁반찬 만들어먹어요 ♬ ,미역초무침,몇일 전 소고기를 넣은 미역국에 도전해보았다가 미역이 정말 맛있더라구요~  저녁 밑반찬으로 어떤걸 해먹을까 고민하다가 새콤달콤한 미역초무침을 해먹으면 어떨까~ 생각해서 한 번 만들어보았어요 ♬,14773,[재료] 미역 국그릇 1가득| 양파 1/2개| 매운고추 1개| 소금 1꼬집 [양념장 재료] 고추장 2스푼| 고추가루 1스푼| 식초 3스푼| 설탕 1스푼| 매실 1스푼| 간장 1스푼| 참기름 1스푼| 다진마늘 1/2스푼| 깨 1스푼,2인분,아무나,5분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1545/1545_recipe_img.jpg
1546,333,미역초무침,6885108,밑반찬이긴한데 소주랑 찰떡궁합..♥ 미역초무침 ,미역초무침,집에서 혼술하고싶은데 안주칼로리가 걱정이라면? 밑반찬으로 만들어두고 술안주로 먹는 마성의 메뉴♥   세상의 모든 레시피 만개의레시피,7077,[필수재료] 건미역(불린미역 200g) 20g| 소금 약간| 채 썬 양파 1/6개| 편 썬 오이 1/6개 [양념장재료] 고추장 2숟가락| 고춧가루 1숟가락| 양조간장 1숟가락| 식초 1숟가락| 매실액 1숟가락| 설탕 1숟가락| 다진마늘 1숟가락| 깨 1숟가락| 참기름 1숟가락,2인분,아무나,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1546/1546_recipe_img.jpg
1547,333,미역초무침,4037839,미역초무침,미역초무침,새콤달콤함이 입맛을 돋구어주는 미역초무침입니다.,3385,[재료] 건미역 1웅큼| 오이 1/2개| 당근 약간 [양념] 고춧가루 1스푼| 통깨 1/2스푼| 소금 1/2스푼| 설탕 1스푼| 참기름 조금| 2배식초 1스푼| 송송썰은파 1스푼| 다진마늘 1/2티스푼,2인분,초급,15분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1547/1547_recipe_img.jpg
1548,333,미역초무침,6888385,오이 미역초 무침~*,오이미역초무침,새콤 달콤 샹큼한 오이 미역초~,2506,[재료] 자른미역 작은한줌| 오이 1개| 양파 1/2개| 파프리카적당량 [양념] 간장 3스푼| 식초 2스푼| 매실청 3스푼| 레몬즙 조금| 올리고당 1스푼| 다진마늘 1/2큰술| 통깨 솔솔,6인분이상,아무나,15분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1548/1548_recipe_img.jpg
1549,333,미역초무침,4243158,미역초무침,미역초무침,청정바다에서 생산되는 품질 좋은 진도미역으로 건강한 밥상을 차리고 있는 요즘인데요. 산모에게 좋은 미역은 칼슘과 식이섬유소가 풍부하며 미역에 들어있는 요오드는 피를 맑게 해 준다고 하지요. 또한 알긴산이라는 성분은 비만방지에 도움을 주며 변비예방에도 좋다고 합니다. 오늘은 진도미역과 양파  홍고추  양념장으로 만든 새콤매콤한 반찬! 미역초무침 소개합니다.,2272,[재료] 건미역 6g| 양파 1/3개| 홍고추 1/2개 [양념] 고추장 2큰술| 매실액 2큰술| 식초 2큰술| 올리고당 1큰술| 맛술 1큰술| 다진 마늘 1작은술| 통깨 1큰술| 참기름 1작은술,3인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1549/1549_recipe_img.jpg
1550,334,북어채무침,6876895,인기반찬 북어채무침 5분레시피,북어채무침,초간단 저녁 반찬 만들기,2233,[재료] 북어채 1주먹| 설탕 2T| 간마늘 1T| 고추장 2T| 참기름 1T| 대파 약간,2인분,아무나,5분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1550/1550_recipe_img.jpg
1551,334,북어채무침,6859266,북어채무침 만드는법 북어무침 만드는법,북어채무침,얼마전에 광장시장에서 사왔던 북어를 가지고     북어국도 만들고~오늘은 간단하게 만든 북어채 무침을 만들어 보았어요^^     만드는데 10분도 걸리지 않는 간단하면서 맛도 있는 밑반찬이랍니다. ,463,[재료] 북어 1국그릇| 대파 1/2대| 고추장 1스푼| 다진마늘 1/3스푼| 올리고당 1스푼| 참기름 1스푼| 매실청 1스푼| 고추가루 1/2스푼,2인분,아무나,10분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1551/1551_recipe_img.jpg
1552,334,북어채무침,6770179,초간단 술안주 북어채 무침,북어채무침,평소엔 밥반찬으로 먹고 맥주안주로도 너무 좋은 북어채 무침. 아주 고소한게 별미더라구요.,408,[재료] 북어채 크게 2줌 [양념] 참기름 2T| 올리고당 1.5T| 소금 0.5t| 깨소금 1T,2인분,아무나,15분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1552/1552_recipe_img.jpg
1553,334,북어채무침,6918467,수미네반찬 북어채무침(밑반찬  반찬으로 굿),북어채무침,이번주 방송 중 집에 재료가 있어 북어채무침을 만들어봤어요. 불이나 칼질 필요 없어 간단하면서 반찬으로 너무 좋네요. 소량으로 입맛에 맞게 만들었으니 재료가 있다면 만들어보세요. 마른반찬이라 도시락 반찬으로도 좋아요.,385,[재료] 북어채 100g| 물 적당량 [양념장] 고추장 2큰술| 매실청 2큰술| 꿀 1큰술| 참기름 1/2큰술| 통깨 1큰술,6인분이상,아무나,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1553/1553_recipe_img.jpg
1554,334,북어채무침,6293935,북어채 무침 만들기,북어채무침,북어채는 국을 끓여도 시원하니 좋지만  북어채 무침으로 해 두면 반찬으로도 한번씩 술 안주로도 좋아서~~한번 무쳐 봤어요...,305,[재료] 북어채 2줌| 다시마물 1컵 [양념] 설탕 0.5큰술| 고춧가루 0.7큰술| 맛술 0.7큰술| 다진마늘 0.5큰술| 고추장 2큰술| 물엿 0.7큰술| 올리브유 0.7큰술| 참기름 0.7큰술| 통깨 약간 ,2인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1554/1554_recipe_img.jpg
1555,335,회무침,5379723,전어회무침  전어구이,전어회무침,지난주 불금메뉴로 고소한내 폴폴 풍기는 전어구이에 새콤달콤 맛있는 전어회무침으로 맛있게 한잔 했네요 가을이라 더 맛있는 전어회무침과전어구이를 드셔보세요.,597,[전어회무침] 전어 5마리| 배 1/3개| 채썬무 1줌| 청양고추 1개| 홍고추 1개| 쪽파(또는대파) 조금| 미나리 1줌 [전어구이] 굵은소금 조금 [양념] 고춧가루 1큰술| 고추장 1+1/2큰술| 간장 1작은술| 식초 3큰술| 설탕 1+1/2큰술| 다진마늘 1작은술| 참기름 1작은술| 통깨 1작은술| 매실액 1큰술,2인분,중급,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1555/1555_recipe_img.jpg
1556,335,회무침,6873671,회냉면에 빠지면 섭하죠 명태회무침,명태회무침,어제 회냉면 포스팅을 했었죠 거기에 올라간 회가 명태회에요  사먹은 회냉면에 들어가는 회가 명태회라는 소리를 들었던 몇년전에 속은 느낌이 들어 그다음부턴 절대 더 비싼 회냉면은 안사먹게 되더라고요ㅋ  그래서 제작년 부터 회냉면 먹고 싶음 그때그때 조금씩 무쳐 회냉면을  해먹었죠  제 입맛대로 해서 더 맛있게 느껴지는 명태회무침~  국수에도 잘어울릴것 같죠^^,417,[재료] 명태 1줌 | 물| 식초 [양념] 고추가루 5t| 식초 1T| 설탕 1t| 매실청 1T| 고추장 1T,4인분,고급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1556/1556_recipe_img.jpg
1557,335,회무침,6869240,새콤달콤 초장에 회 듬뿍 넣어서 무치면! 회무침,회무침,새콤 달콤 초장에 회랑 야채 듬뿍 넣어!! 슬슬 무쳐서 한 입먹고 소주 한 잔 캬!  세상의 모든 레시피 만개의레시피,369,[필수재료] 광어 회 200g| 양상추or양배추 2줌| 양파 1/4개| 당근 1/6개| 청양고추 1개| 깻잎 10장 [양념재료] 고추장 1T| 고춧가루 1T| 간장 1T| 식초 3T| 맛술 2T| 설탕 1T| 다진마늘 1/2T| 부순 참깨 1T,2인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1557/1557_recipe_img.jpg
1558,335,회무침,6829247,새콤 달콤한 오징어 회무침 ,오징어회무침,입맛 돗구는 오징어 회 무침 레시피 알려드릴게요.,365,[재료] 오징어 3마리| 김치 1/3포기| 대파 [야채 재료] 오이 1개| 양파 1/2개| 다진 대파 [양념] 고추장 2큰술| 고운고춧가루 2큰술| 설탕 3큰술| 소금 3큰술| 다진생강 1큰술| 다진마늘 1큰술| 통깨,4인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1558/1558_recipe_img.jpg
1559,335,회무침,4966011,죽순오징어 회무침,죽순오징어회무침,새콤매콤하고 아삭한 죽순이 씹히는 죽순오징어 회무침입니다.,297,[재료] 죽순 180g| 오징어 몸통만 1마리| 청양고추| 쑥갓| 양파| 당근 [양념] 고추장 2| 식초 1| 설탕 1| 물엿 1| 매실액 1| 양파즙 1| 배즙 1| 통깨| 참기름,2인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1559/1559_recipe_img.jpg
1560,336,쥐치채,1920317,고추장 쥐포무침,고추장쥐포무침,말랑말랑 고추장 쥐포무침. 밥에 올려먹으면 매콤달콤 완전 밥도둑이죠~,552,[재료] 쥐포 [양념] 올리브유| 마요네즈| 고추장 1스푼| 꿀 2/3스푼| 참기름 약간,4인분,아무나,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1560/1560_recipe_img.jpg
1561,336,쥐치채,1730887,구운쥐포무침,쥐포무침,간단하게 해먹기 좋은 구운쥐포무침입니다.,344,[재료] 왕쥐포 3장 [양념] 간장 2큰술| 고춧가루 1큰술| 다진 마늘 1작은술| 송송 대파 1큰술| 물엿 2큰술| 참기름 1/2큰술| 통깨 1큰술| 후추 약간,2인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1561/1561_recipe_img.jpg
1562,336,쥐치채,991949,쥐포 양념 무침,쥐포무침,만들어 두면 좋을만한 간단한 밑반찬 하나 소개해 드릴게요. 쥐포는 사실 그냥 먹어도 맛있지요. 저도 밤에 일할때면 입안이 심심해서 부담없는 쥐포를 곧잘 구워 먹곤 하는데요. 이렇듯 반찬으로 만들어도 자꾸만 손이 가는 것이 딱딱하지 않고 야들야들 맛있어서  밥을 더 많이 먹게 되는군요~,322,[재료] 쥐포 손바닥 만한거 5장| 양파 중 1/2개| 당근 약간| 풋고추 2개 [양념] 간장 2큰술| 물엿 1큰술| 다진 마늘 0.5큰술| 고춧가루 1큰술| 설탕 0.5큰술| 식초 1큰술| 참기름 1큰술| 통깨 0.5큰술,3인분,아무나,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1562/1562_recipe_img.jpg
1563,336,쥐치채,6902123,쥐포무침  초간단 밑반찬  매콤달콤 쥐포무침,쥐포무침,맛있는 쥐포를 초간단 레시피로  더 맛있는 쥐포무침 밑반찬으로 만들었습니다.   ,271,[재료] 쥐포 10마리(중간사이즈이상)| 마요네즈 2큰술 [양념장] 고추장 3큰술| 마늘 1큰술| 간장 1큰술| 참기름 2큰술| 설탕 2큰술| 물엿 1큰술반| 맛술 1큰술| 깨 1작은술,6인분이상,아무나,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1563/1563_recipe_img.jpg
1564,336,쥐치채,6869618,꼬마쥐포 마늘고추장오일무침,쥐포무침,조미쥐포는 짜고단맛이 세게 간이 되어있어 종종 부드러운 마요네즈와 매콤한 고추장을 섞어 찍어먹기도 하는데요  저는 마요네즈 대신 몸에 좋은 올리브오일에 마늘을 넣어 향을 내고 고추장을 그 기름에 춘장 튀기듯이 볶아 안주 겸 밑반찬을 만들었어요.,73,[주재료] 꼬마쥐포 4oz(=113g) [양념] 올리브오일 3-4T| 마늘 5톨| 고추장 1T| 볶은통깨 1-2t,6인분이상,초급,10분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1564/1564_recipe_img.jpg
1565,337,파래무침,6868671,【초간단】새콤달콤 파래무침 만들기~,파래무침,날씨가 참 좋아요~^~^ 나른한 봄날 입맛 살려줄 새콤달콤한 파래 무침을 만들어 보아용^~^ ,5545,[재료] 파래 1덩어리| 채썬 무 1줌 [양념] 국간장 1.5T| 다진마늘 1T| 식초 1.5T| 설탕 1.5T| 소금 1/5T| 다진파 4cm,3인분,아무나,10분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1565/1565_recipe_img.jpg
1566,337,파래무침,6923378,알토란  대가의 손맛 파래무침 비법,파래무침,알토란  대가의 손맛 파래무침 비법 찬바람 부니 해조류가 제철입니다. 알토란 억 소리 나는 대가의 손맛 연 매출 6억  파래무침 비법입니다.,2853,[재료] ▶ 재료 : 파래 2뭉치| 물엿 4숟가락| 매실 2숟가락| 마늘 1숟가락| 채 썬 무 80g| 채 썬 당근 15g| 소금 1/2숟가락| 설탕 1숟가락| 깨소금 1숟가락| 식초 4숟가락,6인분이상,초급,15분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1566/1566_recipe_img.jpg
1567,337,파래무침,4420408,파래무침 만들기,파래무침,입맛 살려주는 새콤달콤 파래무침 만드는법 입니다.,1978,[재료] 파래 3덩어리| 무(중) 1/3개 [양념] 소금 1/2스푼| 다진마늘 1/3개| 2배사과식초 3스푼| 설탕 1+1/2스푼| 통깨 1/2스푼,2인분,초급,15분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1567/1567_recipe_img.jpg
1568,337,파래무침,6862547,무파래무침 간단한 겨울밑반찬,무파래무침,12월 제철 반찬으로 간단하면서도 별미찬이 되어주는 무파래무침 이랍니다. 추위가 더해가는 요즘 맛을 더하는 제철요리로 간단히 식탁을 준비해 보는것도 좋지요. 아삭하고 바다향 가득하니 겨울밑반찬이 되어주는 무요리 올려 봅니다.,1394,[재료] 무 1개| 파래 1줌| 소금 1/2큰술| 설탕 1큰술| 식초 1큰술| [양념]| 국간장 1큰술| 식초 4큰술| 설탕 1큰술| 다진마늘 1큰술| 통깨 약간| 파 약간,6인분이상,아무나,15분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/1568/1568_recipe_img.jpg
